договор	ТУ	район	наименование	Сеть
1978	219784116	МЭС - район реализации 4	э/э при СОИД ЯМСКАЯ ДОМ 4       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Ямская 4" > Ямская 4
1978	219785001	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 11	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 11 каб. В" > Берзина 11 
1978	219785002	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 11-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 311" > ТП - 304 > РУ-0,4 кВ > ф. "Берзина 11-а каб. Б" > Берзина 11А
1978	219785003	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 13	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 13" > Берзина 13
1978	219785004	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 13-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 13-а ввод 2" > Берзина 13-а 
1978	219785005	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 13-Б	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 13-б каб. А" > Берзина 13-б
1978	219785006	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 17	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 17 ввод 1" > Берзина 17
1978	219785007	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 17-Б	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 17-б каб. А" > Берзина 17-б
1978	219785008	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 19	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 19 каб. 2" > Берзина 19
1978	219785009	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 19-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 19-а каб. А" > Берзина 19-а
1978	219785010	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 19-Б	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 19-б ввод 2" > Берзина 19-б
1978	219785011	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 21	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 19 каб. 2" > Берзина 21
1978	219785012	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 21-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 21-а" > Берзина 21-а
1978	219785013	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 21-Б	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Берзина 21-б" > Берзина 21-б 
1978	219785014	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 23	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 19-а каб. А" > Берзина 23
1978	219785015	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 27	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 27 каб. А" > Берзина 27
1978	219785016	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 29	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 29" > Берзина 29 
1978	219785017	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 31	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 31" > Берзина 31
1978	219785018	МЭС - район реализации 4	уступ.долга э/э при СОИД БЕРЗИНА ДОМ 33	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 33 п.1" > Берзина 33 
1978	219785019	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 11	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 198 > РУ-0,4 кВ > ф. "Колымская 11 п.1" > Колымская 11 
1978	219785020	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 11-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 198 > РУ-0,4 кВ > ф. "Колымская 11-а каб. 1" > Колымская 11 а
1978	219785021	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 12	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > РУ-0,4 кВ > ф. "Колымская 12 каб. Б" > Колымская 12 
1978	219785022	МЭС - район реализации 4	ОДН уступ.долга КОЛЫМСКАЯ ДОМ 12 КОРП 1	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > РУ-0,4 кВ > Колымская 12 корп 1
1978	219785023	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 15	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 57 > РУ-0,4 кВ > ф. "Колымская 15" > Колымская 15
1978	219785024	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 15-А (КВ 61-105)	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 307 > РУ-0,4 кВ > ф. "Колымская 15-а п.1" > Колымская 15-а 
1978	219785025	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 17-В	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Колымская 17-в п.2" > Колымская 17-в 
1978	219785026	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 6	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 56" > ТП - 56 > РУ-0,4 кВ > ф. "Колымская 6 каб. А" > Колымская 6 
1978	219785027	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 6 КОРП 1	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 56" > ТП - 56 > РУ-0,4 кВ > ф. "Колымская 6 к.1" > Колымская 6 корп 1
1978	219785028	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 6 КОРП 2	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 56" > ТП - 56 > РУ-0,4 кВ > ф. "Колымская 6 к.2" > Колымская 6 корп 2
1978	219785029	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 6 КОРП 3	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 56" > ТП - 56 > РУ-0,4 кВ > ф. "Колымская 6 к.3 каб. А" > Колымская 6 корп 3
1978	219785030	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 7 КОРП 1	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 198 > РУ-0,4 кВ > ф. "Колымская 7 к.1 каб. А" > Колымская 7 корп 1 
1978	219785031	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 8 КОРП 1	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > РУ-0,4 кВ > ф. "Колымская 8/1 каб. А" > Колымская 8 корп 1 
1978	219785032	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 9	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 198 > РУ-0,4 кВ > ф. "Колымская 9 п.2" > Колымская 9
1978	219785033	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 9-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 198 > РУ-0,4 кВ > ф. "Колымская 9-а" > Колымская 9-а
1978	219785034	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКАЯ ДОМ 9-Б	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 198" > ТП - 198 > РУ-0,4 кВ > ф. "Колымская 9-б каб. А" > Колымская 9-б 
1978	219785035	МЭС - район реализации 4	ОДН уступ.долга КОЛЫМСКАЯ ДОМ 16	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 57 > РУ-0,4 кВ > ВЛ-0,4 кВ "Жилфонд" > Колымская 16
1978	219785036	МЭС - район реализации 4	ОДН уступ.долга КОЛЫМСКАЯ ДОМ 18	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 57 > РУ-0,4 кВ > ВЛ-0,4 кВ "Жилфонд" > Колымская 18
1978	219785037	МЭС - район реализации 4	ОДН уступ.долга КОЛЫМСКАЯ ДОМ 20-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 57 > РУ-0,4 кВ > ВЛ-0,4 кВ "Жилфонд" > Колымская 20 а
1978	219785039	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКОЕ ШОССЕ ДОМ 11 КОРП 1	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 311" > ТП - 311 > РУ-0,4 кВ > ф. "Колыское шоссе 11/1 каб. А" > Колымское шоссе 11 корп 1
1978	219785053	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 3	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 53 > РУ-0,4 кВ > ф. "Попова 3 п.4" > Попова 3 
1978	219785054	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 3 КОРП 3	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 53 > РУ-0,4 кВ > ф. "Попова 3/3 каб. А" > Попова 3 корп. 3 
1978	219785055	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 5	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 55 > РУ-0,4 кВ > ф. "Попова 5 п.4" > Попова 5 
1978	219785056	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 5 КОРП 3	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 55 > РУ-0,4 кВ > ф. "Попова 5 к.3 каб. Б" > Попова 5 корп 3
1978	219785057	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 7	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 55 > РУ-0,4 кВ > ф. "Попова 7 п.1 каб. А" > Попова 7
1978	219785058	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 7 КОРП 2	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 55 > РУ-0,4 кВ > ф. "Попова 7 к.2 каб. А" > Попова 7 корп 2 
1978	219785059	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 7 КОРП 3	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 55 > РУ-0,4 кВ > ф. "Попова 7 к.3 п.3" > Попова 7 корп 3 
1978	219785060	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 2-Г	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 59 > РУ-0,4 кВ > ф. "Попова" > Попова 2Г
1978	219785062	МЭС - район реализации 4	уступ.долга э/э при СОИД ЯМСКАЯ ДОМ 2	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Ямская 2" > Ямская 2
1978	219785063	МЭС - район реализации 4	уступ.долга э/э при СОИД ЯМСКАЯ ДОМ 4	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Ямская 4" > Ямская 4
1978	219785064	МЭС - район реализации 4	уступ.долга э/э при СОИД ЯМСКАЯ ДОМ 6	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Ямская 6" > Ямская 6 
1978	219785066	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКОЕ ШОССЕ ДОМ 13	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 311" > ТП - 311 > РУ-0,4 кВ > ф. "Колымское шоссе 13 каб. А" > Колымское шоссе 13
1978	219785067	МЭС - район реализации 4	уступ.долга э/э при СОИД КОЛЫМСКОЕ ШОССЕ ДОМ 15-А	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 311" > ТП - 311 > РУ-0,4 кВ > ф. "9-ти этажка каб. А" > Колымское шоссе 15-а
1978	219785068	МЭС - район реализации 4	уступ.долга э/э при СОИД ПОПОВА ДОМ 2 КОРП 1	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 55" > ТП - 59 > РУ-0,4 кВ > ф. "Попова" > Попова 2 корп 1
1978	219785069	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 11       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 11 каб. В" > Берзина 11 
1978	219785070	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 11-А       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 3" > РП - 4 секц. 1 > ЛЭП-10 кВ "ТП - 311" > ТП - 304 > РУ-0,4 кВ > ф. "Берзина 11-а каб. Б" > Берзина 11А
1978	219785071	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 13       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 13" > Берзина 13
1978	219785072	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 13-А       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 13-а ввод 2" > Берзина 13-а 
1978	219785073	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 13-Б       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 13-б каб. А" > Берзина 13-б
1978	219785074	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 17       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 17 ввод 1" > Берзина 17
1978	219785075	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 17-Б       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 17-б каб. А" > Берзина 17-б
1978	219785076	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 19       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 19 каб. 2" > Берзина 19
1978	219785077	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 19-А       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 19-а каб. А" > Берзина 19-а
1978	219785078	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 19-Б       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 19-б ввод 2" > Берзина 19-б
1978	219785079	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 21       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 301 > РУ-0,4 кВ > ф. "Берзина 19 каб. 2" > Берзина 21
1978	219785080	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 21-А       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 21-а" > Берзина 21-а
1978	219785081	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 21-Б       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 312 > РУ-0,4 кВ > ф. "Берзина 21-б" > Берзина 21-б 
1978	219785082	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 23       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 312" > ТП - 305 > РУ-0,4 кВ > ф. "Берзина 19-а каб. А" > Берзина 23
1978	219785083	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 27       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 27 каб. А" > Берзина 27
1978	219785084	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 29       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 29" > Берзина 29 
1978	219785085	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 31       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 31" > Берзина 31
1978	219785086	МЭС - район реализации 4	ОДН уступ.долга БЕРЗИНА ДОМ 33       08/2017	ЮЭС > ПС 220/110/35/10 "ЦЕНТРАЛЬHАЯ" > ЛЭП-10кВ "РП-4 ввод 2" > РП - 4 секц. 2 > ЛЭП-10 кВ "ТП - 57" > ТП - 313 > РУ-0,4 кВ > ф. "Берзина 33 п.1" > Берзина 33 
